"CompanyCode","Product","ProductType","ProductDescription","BaseUnit","VolumeUnit","NetWeight","GrossWeight","IsMarkedForDeletion","ProcessDate","MeasureunitID","MeasureunitID","Plant","ToleranceValue","District","IsGeneric","StandardPrice","SupplierAccountGroup","ValidityEndDate","MATERIALTYPEID","MATERIALGROUP","IsMarkedForDeletion"
5700,1012317,,"POTE YOGURISIMO ENERGIA TOTAL AZUCARADOS x166g "" UNO DE YAPA """,,,,,,02/05/2023,,,,,,,,,,,,"                                                                              "
5700,1012318,,"POTE SER CON CEREALES Y FRUTOS DEL BOSQUE x173g ""SER TOTAL"" (17/02/12)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,1012320,,"POTE PREFORMADO YSS ET 160 GR PROMO PACHORRA",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                "
5700,1012321,,"POTE SER ""SER TOTAL"" 173 GR  NUEVO AÑO 2014 ASP OUT",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                         "
5700,1012325,,"POTE PREFORMADO YOGURISIMO ENERGIA TOTAL C/SLEEVE",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                           "
5700,1012326,,"POTE LSC - Batido FRUTILLA x 140 gr - HUERTO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                "
5700,1012327,,"POTE LSC - Batido DURAZNO x 140 gr - HUERTO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                 "
5700,1012328,,"POTE LSC - Batido ARANDANO x 140 gr - HUERTO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                "
5700,1012330,,"POTE IMPRESO YOGURISIMO ENERGIA TOTAL ZUCARITAS 166 GRS(IMAX)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                               "
5700,1012332,,"POTE CALCI FIRME   DURAZNO  C/SLEEVE",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                        "
5700,1012334,,"POTE CALCI FIRME   FRUTILLA  C/SLEEVE",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                       "
5700,1012335,,"POTE PREFORMADO YOGURISIMO ENERGIA TOTAL C/ NUEVO SLEEVE",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                    "
5700,1012336,,"POTE CALCI FIRME DURAZNO IMPRESO 190 GR.",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                    "
5700,1012338,,"POTE CALCI FIRME FRUTILLA IMPRESO 190 GR.",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                   "
5700,1012340,,"POTE CALCI FIRME DURAZNO IMPRESO 185 GR.",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                    "
5700,1012342,,"POTE CALCI FIRME FRUTILLA IMPRESO 185 GR.",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                   "
5700,1012345,,"Pote impreso YSS Pote Preformado con Cereales 166 g",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                         "
5700,1012346,,"Pote Impreso YSS con colchón de frutillas y con cereales 161g",,,,,,02/05/2023,,,,,,,,,,,,"                                                                               "
5700,1012347,,"Pote Sleeveado Ser Colchon Mango-Maracuya",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                   "
5700,1012348,,"Pote Yogurisimo c/ Cereales  166 G  - 10 DISEÑOS- 09/13",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                     "
5700,1012350,,"Pote impreso YSS Energía Total Preformado natural con Cereales FORTI",,,,,,02/05/2023,,,,,,,,,,,,"                                                                        "
5700,1012351,,"POTE SER batido NATURAL x 130gr - FRIDA - PROMAR",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                            "
5700,1012352,,"POTE SER batido MORA y FRUTILLA x 130gr - FRIDA - PROMAR",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                    "
5700,1012353,,"POTE SER batido NARANJA-CRANBERRIES x 130gr - FRIDA - PROMAR",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                "
5700,1012355,,"POTE YOGURISIMO FIRME FORTIFICADO FRUTILLA 190 GRS",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                          "
5700,1012360,,"POTE YOGURISIMO FIRME FORTIFICADO VAINILLA  190 GRS (IMAX)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                  "
5700,1012361,,"POTE YOGURISIMO FIRME VAINILLA  190 GRS (IMAX)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                              "
5700,1012362,,"POTE YOGURISIMO FIRME FRUTILLA  190 GRS (IMAX)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                              "
5700,1012363,,"POTE YOGURISIMO ENERGIA TOTAL AZUCARADOS x166g ""FOTO VERON (5 DISEÑOS)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,1012364,,"POTE YSS - GRANOLA x 168 gr (150+18) - Impreso - READY (703)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                "
5700,1012365,,"POTE YSS - ZUCARITAS x 166 gr - Impreso - READY (708)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                       "
5700,1012366,,"POTE YSS - ZUCARITAS x 166 gr - Sleveeado - READY (716)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                     "
5700,1012367,,"POTE YSS - GRANOLA x 168 gr (150+18) - Sleveeado - READY (717)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                              "
5700,1012368,,"POTE YSS NATURAL Endulzado x 190 gr - Impreso - ML4 (792)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                   "
5700,1012370,,"Pote firme Yogurisimo fortificado Vainilla 190 gr. ""Aconcagua""",,,,,,02/05/2023,,,,,,,,,,,,"                                                                              "
5700,1012371,,"POTE YOGURISIMO FIRME VAINILLA  190 GRS (IMAX) ""Aconcagua""",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                  "
5700,1012372,,"POTE YOGURISIMO FIRME FRUTILLA  190 GRS (IMAX) ""Aconcagua""",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                  "
5700,1012375,,"Pote firme Yogurisimo fortificado Frutilla 190 gr ""Aconcagua""",,,,,,02/05/2023,,,,,,,,,,,,"                                                                               "
5700,1012376,,"Pote Yogurisimo c/ Cereales  166 G  - diseño Verano 2014",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                    "
5700,1012378,,"Pote impreso YSS Energía Total + Frutilla",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                   "
5700,1012379,,"POTE YOGURISIMO FIRME  VAINILLA 190 GR RELANZAMIENTO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                        "
5700,1012380,,"Pote Firme yogurisimo Fortificado Vainilla  190 gramos (Gaturro BTS)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                        "
5700,1012381,,"POTE IMPRESO SER FIRME FRUTILLA X 195 GR RELANZAMIENTO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                      "
5700,1012382,,"POTE NATURAL YOGURISIMO CON CEREALES  FOR VIT A,D B12",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                       "
5700,1012384,,"POTE  YOGURISIMO COLCHON FRUTILLA VIT A,D B12 ET",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                            "
5700,1012385,,"Pote Firme yogurisimo Fortificado Frutilla 190 gramos (Gaturro BTS)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                         "
5700,1012386,,"POTE YOGURISIMO PORTE FIRME  FRUTILLA 190 GR RELANZAMIENTO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                  "
5700,1012388,,"POTE PREFORMADO CAPUCHON YOGURISIMO  C/ CEREAL VIT A,D Y B12 ET",,,,,,02/05/2023,,,,,,,,,,,,"                                                                             "
5700,1012390,,"Pote Yogurísimo firme vainilla 190 grs. ""Gaturro"".",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                          "
5700,1012392,,"Pote impreso Yogurisimo Cereal con colchon Flla Vit A,D Y B12",,,,,,02/05/2023,,,,,,,,,,,,"                                                                               "
5700,1012394,,"POTE IMPRESO SER FIRME VAINILLA X 195 GR RELANZAMIENTO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                      "
5700,1012395,,"Pote Yogurísimo firme frutiilla 190 grs. ""Gaturro"".",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                         "
5700,1012396,,"POTE IMPRESO SER CORN FLAKES CON MIEL x 165 gr Relanzamiento",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                "
5700,1012398,,"Pote impreso Ser Total x 173 gr Relanzamiento",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                               "
5700,1012400,,"POTE YOGURISIMO FIRME VAINILLA  190 GRS FORTIFICADO 2013",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                    "
5700,1012402,,"POTE YOGURISIMO FIRME FRUTILLA  190 GRS FORTIFICADO 2013",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                    "
5700,1012404,,"POTE SER FIRME VAINILLA  195 GRS   2014",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                     "
5700,1012406,,"POTE SER FIRME FRUTILLA  195 GRS 2014",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                       "
5700,1012408,,"Pote impreso Ser Colchón Manzana Durazno x 180 gr Relanzamiento",,,,,,02/05/2023,,,,,,,,,,,,"                                                                             "
5700,1012410,,"POTE IMPRESO SER COLCHON FRUTILLA ARANDANO Y GRANADA X180 GR RELANZA",,,,,,02/05/2023,,,,,,,,,,,,"                                                                        "
5700,1012412,,"POTE  FIRME YOGURISIMO FLLA  190 GR",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                         "
5700,1012414,,"POTE  FIRME YOGURISIMO VLLA  190 GR",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                         "
5700,1012416,,"Pote impreso Ser Firme Frutilla x 195 gr Relanzamiento",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                      "
5700,1012418,,"Pote impreso Ser Firme Vlla x 195 gr Relanzamiento",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                          "
5700,1012420,,"Pote impreso Ser Colchón Frutilla x 180 gr Relanzamiento",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                    "
5700,1012422,,"POTE IMPRESO CORN FLAKES x 164 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                           "
5700,1012425,,"POTE SLEEVEADO - YSS NATURAL Endulzado x 190 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                             "
5700,1012426,,"POTE SER Colchon Manzana Durazno x 175 gr - sleeve - FOP (886)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                              "
5700,1012427,,"POTE SER Colchon Frutos Rojos x 175 gr - sleeve - FOP (887)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                 "
5700,1012428,,"POTE SER NATURAL SIN AZUCAR x 175 gr - Gimenez (1162)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                       "
5700,1012430,,"POTE FIRME VAINILLA YYS 190GR - PRECIOS CLAROS 2",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                            "
5700,1012431,,"POTE YSS FIRME VAINILLA x 190 gr - Impreso - Monalisa III",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                   "
5700,1012432,,"POTE YSS FIRME FRUTILLA x 190 gr - Impreso - Monalisa III",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                   "
5700,1012433,,"POTE YSS FIRME DURAZNO x 190 gr - Impreso - JUSTIN",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                          "
5700,1012435,,"POTE YSS - ZUCARITAS x 166 gr - Impreso - Congelado",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                         "
5700,1012436,,"POTE YSS ROCKLETS x 164 gr (140 + 24 cereal) - Impreso - Congelado",,,,,,02/05/2023,,,,,,,,,,,,"                                                                          "
5700,1012440,,"POTE SLEEVEADO - YSS FIRME VAINILLA x 190 gr - Relaunch 2018",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                "
5700,1012442,,"POTE SLEEVEADO - YSS FIRME FRUTILLA x 190 gr - Relaunch 2018",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                "
5700,1012444,,"POTE SLEEVEADO - YSS FIRME MENTA / LIMON x 190 gr (BEMIS) - R 2018",,,,,,02/05/2023,,,,,,,,,,,,"                                                                          "
5700,1012446,,"POTE SLEEVEADO - YSS ZUCARITAS x 164 gr (BEMIS) - Relaunch 2018",,,,,,02/05/2023,,,,,,,,,,,,"                                                                             "
5700,1012448,,"POTE SLEEVEADO - YSS GRANOLA x 157 gr (BEMIS) - Relaunch 2018",,,,,,02/05/2023,,,,,,,,,,,,"                                                                               "
5700,1012449,,"POTE SLEEVEADO - YSS Mix (PAPAYA, CRANBERRIE Y PASAS) x 157 gr (BEMIS)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,1012450,,"POTE SLEEVEADO - YSS Mix copo miel c/cranb. mzna x 157gr (BEMIS)-2018",,,,,,02/05/2023,,,,,,,,,,,,"                                                                       "
5700,1012451,,"POTE YSS FIRME VAINILLA x 190 gr (BEMIS) - backup impreso",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                   "
5700,1012452,,"POTE YSS FIRME FRUTILLA x 190 gr - backup impreso",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                           "
5700,1012453,,"POTE IMPRESO - YSS GRANOLA x 157 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                         "
5700,1012454,,"POTE IMPRESO - YSS MIX FRUTAS x 157 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                      "
5700,1012455,,"POTE IMPRESO - YSS ZUCARITAS x 164 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                       "
5700,1012456,,"POTE SLEEVEADO - YSS FORKY - Aritos Frutales x 149 gr (140 + 9 cereal)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,1012457,,"POTE SLEEVEADO - YSS FORKY - Choco Cereales x 149 gr (140+10 cereal)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                        "
5700,1012458,,"POTE YSS FORKY - Aritos Frutales x 150 gr (140 + 10 cereal) - Impreso",,,,,,02/05/2023,,,,,,,,,,,,"                                                                       "
5700,1012459,,"POTE YSS FORKY - Choco Cereales x 150 gr (140 + 10 cereal) - Impreso",,,,,,02/05/2023,,,,,,,,,,,,"                                                                        "
5700,1012460,,"POTE SER batido NATURAL x 130gr - FRIDA - PROMAR",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                            "
5700,1012462,,"POTE SER batido MORA y FRUTILLA x 130gr - FRIDA - PROMAR",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                    "
5700,1012464,,"POTE SER batido NARANJA-CRANBERRIES x 130gr - FRIDA - PROMAR",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                "
5700,1012466,,"POTE SER batido FRAMBUESA x 140gr - FRIDA II - sleeve - Frecicar",,,,,,02/05/2023,,,,,,,,,,,,"                                                                            "
5700,1012467,,"POTE SER batido MANGO MARACUYA x 140gr - FRIDA II - sleeve - Frecicar",,,,,,02/05/2023,,,,,,,,,,,,"                                                                       "
5700,1012468,,"POTE SER COLCHON FLLA-CHIA x 160 gr - sleeve - Monalisa 2.0 - Frecicar",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,1012470,,"POTE YSS FIRME VAINILLA x 190 gr - Relaunch 2020 - Impreso",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                  "
5700,1012471,,"POTE SER CORN FLAKES x 166 gr (150 + 16) - Impreso (1275) FOP",,,,,,02/05/2023,,,,,,,,,,,,"                                                                               "
5700,1012472,,"POTE YSS FIRME FRUTILLA x 190 gr - Relaunch 2020 - Impreso",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                  "
5700,1012473,,"POTE SER NATURAL x 175 gr - Impreso (1163)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                  "
5700,1012480,,"POTE NATURAL YOGURISIMO CON CEREALES  FOR VIT A,D B12 PRECIO IMPRESO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                        "
5700,1012484,,"POTE NATURAL YOGURISIMO PACHORRA MUNDIAL  PRECIO IMPRESO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                    "
5700,1012486,,"POTE NATURAL YOGURISIMO PACHORRA MUNDIAL",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                    "
5700,1012488,,"POTE NATURAL YOGURISIMO PACHORRA PRECIOS CLAROS2",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                            "
5700,1012489,,"POTE YOGURISIMO PREFORMADO VAINILLA CREMIX X 150 GR - diseño 2",,,,,,02/05/2023,,,,,,,,,,,,"                                                                              "
5700,1012490,,"POTE YOGURISIMO PREFORMADO VAINILLA CREMIX X 150 GR",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                         "
5700,1012492,,"POTE ZUCARITAS YSS CON CAPUCHON  x 164 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                   "
5700,1012495,,"POTE NATURAL YSS CON COLCHON FRUTILLA x 159 gr - PACHORRA",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                   "
5700,1012496,,"POTE YSS FROOTLOOPS C/ ARITOS 162 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                        "
5700,1012497,,"POTE YYS FROOTLOOPS C/ ARITOS 162 gr - Back up pote impreso",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                 "
5700,1012500,,"POTE YOGURISIMO FIRME  VAINILLA 190 GR PRECIO IMPRESO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                       "
5700,1012502,,"POTE YSS PACHOKRISPIS c/ redonditos de chocolate 162,5gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                    "
5700,1012503,,"POTE YYS PACHOKRISPIS c/ redonditos de choc - Back up pote impreso",,,,,,02/05/2023,,,,,,,,,,,,"                                                                          "
5700,1012504,,"POTE SER FIRME VAINILLA  190 gr / sin precio",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                "
5700,1012505,,"POTE SER FIRME FRUTILLA  190 gr / sin precio",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                "
5700,1012506,,"POTE SER CORN FLAKES con miel 164 gr / sin precio",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                           "
5700,1012507,,"POTE SER MUESLI 167 gr / sin precio",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                         "
5700,1012508,,"POTE SER CORN FLAKES con miel 181 gr - ZAFARI / sin precio",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                  "
5700,1012509,,"POTE SER MUESLI 184 gr - ZAFARI / sin precio",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                "
5700,1012510,,"POTE SER CORN FLAKES con Miel x 164gr - PI $ 18,99",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                          "
5700,1012511,,"POTE SER MUESLI x 167 gr - PI $ 18,99",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                       "
5700,1012512,,"POTE SER COLCHON FRUTILLA - MAXIMA x 175gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                  "
5700,1012514,,"POTE SER COLCHON DURAZNO / MANZANA - MAXIMA x 175gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                         "
5700,1012516,,"POTE SER COLCHON ARANDANO / FRUTILLA / GROSELLA - MAXIMA x 175gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                            "
5700,1012518,,"POTE SER COLCHON APPLE CRUMBLE x 175gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                      "
5700,1012520,,"POTE SER CORN FLAKES con Miel - MAXIMA x 164gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                              "
5700,1012521,,"POTE SER CORN FLAKES con Miel - MAXIMA x 164gr - IMPRESO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                    "
5700,1012522,,"POTE SER TOTAL con fruta - MAXIMA x 164gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                   "
5700,1012523,,"POTE SER TOTAL con fruta - MAXIMA x 164gr - IMPRESO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                         "
5700,1012524,,"POTE SER MUESLI - MAXIMA (impreso) x 167 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                 "
5700,1012525,,"POTE IMPRESO DANETTE CHOCOTORTA",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                             "
5700,1012526,,"POTE SER MUESLI - MAXIMA (impreso) x 167 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                 "
5700,1012527,,"POTE IMPRESO DANETTE TIRAMISU",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                               "
5700,1012528,,"POTE SER MUESLI - MAXIMA (impreso) x 167 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                 "
5700,1012529,,"POTE IMPRESO DANETTE COCO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                                   "
5700,1012530,,"POTE FIRME YSS VAINILLA  190 gr / RELAUNCH",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                  "
5700,1012531,,"POTE SLEEVEADO DANETTE ALFAJOR  CHOCOLATE CANDY",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                             "
5700,1012532,,"POTE FIRME YSS FRUTILLA  190 gr / RELAUNCH",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                  "
5700,1012533,,"POTE SLEEVEADO DANETTE ALFAJOR DULCE DE LECHE CANDY",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                         "
5700,1012534,,"POTE FIRME YSS VAINILLA  190 gr / PRECIO IMPRESO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                            "
5700,1012535,,"POTE YSS FIRME VAINILLA  190 gr - con PRECIO IMPRESO MAYO 2016",,,,,,02/05/2023,,,,,,,,,,,,"                                                                              "
5700,1012536,,"POTE FIRME YSS FRUTILLA  190 gr / PRECIO IMPRESO",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                            "
5700,1012537,,"POTE YSS FIRME FRUTILLA  190 gr - con PRECIO IMPRESO MAYO 2016",,,,,,02/05/2023,,,,,,,,,,,,"                                                                              "
5700,1012538,,"POTE YSS FIRME MULTIFRUTA  190 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                           "
5700,1012539,,"POTE FIRME YSS MULTIFRUTA  190 gr - PI $12,99 - PS",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                          "
5700,1012540,,"POTE ZUCARITAS YSS CON CAPUCHON  x 164 gr / RELAUNCH",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                        "
5700,1012541,,"POTE ZUCARITAS YSS x 164 gr / Tevez on Pack",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                 "
5700,1012542,,"POTE NATURAL YSS CON COLCHON FRUTILLA x 159 gr - PACHORRA / RELAUNCH",,,,,,02/05/2023,,,,,,,,,,,,"                                                                        "
5700,1012543,,"POTE ZUCARITAS YSS x 164 gr - PI $18,99",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                     "
5700,1012544,,"POTE ZUCARITAS YSS CON CAPUCHON  x 164 gr / Nuevo diseño Sin Tevez",,,,,,02/05/2023,,,,,,,,,,,,"                                                                          "
5700,1012545,,"POTE ZUCARITAS YSS x 164 gr - PI $ 19,99",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                    "
5700,1012546,,"POTE ZUCARITAS YSS x 164 gr / sin precio",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                    "
5700,1012547,,"POTE ZUCARITAS YSS x 164 gr - PI $ 20,99",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                    "
5700,1012548,,"POTE ZUCARITAS YSS x 164 gr - PI $ 21,99",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                    "
5700,1012549,,"POTE ZUCARITAS YSS x 164 gr - PI $ 22,99",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                    "
5700,1012550,,"POTE ZUCARITAS YSS x 164 gr - PI $ 24,99",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                    "
5700,1012552,,"POTE ZUCARITAS YSS x 164 gr - post promo",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                    "
5700,1012554,,"POTE YSS C/ GRANOLA x 157 gr (140 + 17gr) - Impreso",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                         "
5700,1012555,,"POTE ZUCARITAS YSS x 164 gr - promo sept-oct/17",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                             "
5700,1012556,,"POTE YSS C/Frutas y Mix de cereal x 164 gr (150 + 14gr) - Impreso",,,,,,02/05/2023,,,,,,,,,,,,"                                                                           "
5700,1012560,,"POTE FIRME YSS VAINILLA 190 gr - PI $13.49",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                  "
5700,1012561,,"POTE FIRME YSS VAINILLA x 190 gr / sin precio",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                               "
5700,1012562,,"POTE FIRME YSS VAINILLA  190 gr - PI $14,99",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                 "
5700,1012563,,"POTE FIRME YSS VAINILLA  190 gr - PI $16,99",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                 "
5700,1012564,,"POTE FIRME YSS VAINILLA  190 gr - PI $18,99",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                 "
5700,1012565,,"POTE FIRME YSS VAINILLA  190 gr - promo sept-oct/17",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                         "
5700,1012566,,"POTE ZUCARITAS YSS x 164 gr - Ene/18",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                        "
5700,1012567,,"POTE YSS C/ GRANOLA x 157 gr (140 + 17gr) - Ene/18",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                          "
5700,1012568,,"POTE YSS C/Frutas y Mix de cereal x 164 gr (150 + 14gr) - Ene/18",,,,,,02/05/2023,,,,,,,,,,,,"                                                                            "
5700,1012570,,"POTE FIRME YSS FRUTILLA 190 gr - PI $13,49",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                  "
5700,1012571,,"POTE FIRME YSS FRUTILLA x 190 gr / sin precio",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                               "
5700,1012572,,"POTE FIRME YSS FRUTILLA  190 gr - PI $14,99",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                 "
5700,1012573,,"POTE FIRME YSS FRUTILLA  190 gr - PI $16,99",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                 "
5700,1012574,,"POTE FIRME YSS FRUTILLA  190 gr - PI $18,99",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                 "
5700,1012575,,"POTE FIRME YSS FRUTILLA  190 gr - promo sept-oct/17",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                         "
5700,1012580,,"POTE FIRME YSS MULTIFRUTA 190 gr - PI $13,49 - PP",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                           "
5700,1012581,,"POTE FIRME YSS MULTIFRUTA 190 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                            "
5700,1012582,,"POTE FIRME YSS MULTIFRUTA  190 gr - PI $14,49 - PP",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                          "
5700,1012584,,"POTE YSS C/ GRANOLA x 157 gr (140 + 17gr) - Promo sep/oct 17",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                "
5700,1012586,,"POTE YSS C/Frutas y Mix de cereal x 164 gr (150 + 14gr) - sep/oct17",,,,,,02/05/2023,,,,,,,,,,,,"                                                                         "
5700,1012590,,"POTE YSS NATURAL x 190 GR",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                                   "
