"CompanyCode","Product","ProductType","ProductDescription","BaseUnit","VolumeUnit","NetWeight","GrossWeight","IsMarkedForDeletion","ProcessDate","MeasureunitID","MeasureunitID","Plant","ToleranceValue","District","IsGeneric","StandardPrice","SupplierAccountGroup","ValidityEndDate","MATERIALTYPEID","MATERIALGROUP","IsMarkedForDeletion"
5700,1012676,,"POTE SER COLCHON FRUTILLA x 175gr - 2018",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                    "
5700,1012677,,"POTE SER COLCHON ARANDANO/FLLA/GROSELLA x 175gr - 2018",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                      "
5700,1012678,,"POTE SER COLCHON MANGO MARACUYA x 175gr - 2018",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                              "
5700,1012679,,"POTE SER COLCHON KIWI/ANANA x 175gr - 2018",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                  "
5700,1012680,,"POTE SLEEVEADO - YSS FIRME VAINILLA x 190 gr (Phoenix) - Relaunch 2018",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,1012682,,"POTE SLEEVEADO - YSS FIRME FRUTILLA x 190 gr (Phoenix) - Relaunch 2018",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,1012684,,"--",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                                                          "
5700,1012686,,"POTE SLEEVEADO - YSS ZUCARITAS x 164 gr (Phoenix) - Relaunch 2018",,,,,,02/05/2023,,,,,,,,,,,,"                                                                           "
5700,1012688,,"--",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                                                          "
5700,1012690,,"POTE SLEEVEADO - SER FIRME VAINILLA x 195 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                "
5700,1012692,,"POTE SLEEVEADO - SER FIRME FRUTILLA x 195 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                "
5700,1012694,,"POTE SLEEVEADO - SER FIRME POMELO ROSADO x 195 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                           "
5700,1012696,,"POTE SLEEVEADO - SER TROPICAL x 160 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                      "
5700,1012698,,"POTE SLEEVEADO - SER CRUNCH BERRIES x 160 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                "
5700,1012700,,"POTE YSS C/ GOTITAS DE CHOCOLATE COFLER - YO CRUNCH - x 170gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                               "
5700,1012702,,"POTE YSS C/ ROCKLETS - YO CRUNCH x 170gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                    "
5700,1012704,,"POTE YSS C/ Chips de Chocolate CINDOR - YO CRUNCH x 165gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                   "
5700,1012706,,"POTE YSS C/ GOTITAS DE CHOCOLATE COFLER - YO CRUNCH - x 170gr/RELAUNCH",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,1012707,,"POTE YSS C/ GOTITAS DE CHOC COFLER - YO CRUNCH - x 170gr/ diseño ET",,,,,,02/05/2023,,,,,,,,,,,,"                                                                         "
5700,1012708,,"POTE YSS C/ ROCKLETS - YO CRUNCH x 170gr / RELAUNCH",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                         "
5700,1012709,,"POTE YSS C/ ROCKLETS - YO CRUNCH x 170gr / Diseño ET",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                        "
5700,1012710,,"POTE YSS C/ Chips de Chocolate CINDOR - YO CRUNCH x 165gr / RELAUNCH",,,,,,02/05/2023,,,,,,,,,,,,"                                                                        "
5700,1012712,,"POTE YSS FROOTLOOPS C/ ARITOS 162 gr / RELAUNCH",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                             "
5700,1012713,,"POTE YSS FROOTLOOPS C/ ARITOS 162 gr / RELAUNCH - pote impreso",,,,,,02/05/2023,,,,,,,,,,,,"                                                                              "
5700,1012714,,"POTE YSS PACHO KRISPIS c/ redonditos de chocolate 162,5gr / RELAUNCH",,,,,,02/05/2023,,,,,,,,,,,,"                                                                        "
5700,1012715,,"POTE YSS PACHOKRISPIS c/ redonditos choc 162,5gr / RELAUNCH - pote imp",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,1012716,,"POTE YSS C/ Chocolinas - YO CRUNCH x 160 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                 "
5700,1012717,,"POTE YSS C/ Chocolinas x 160 gr (140 + 20 gr) - PI $18,99",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                   "
5700,1012718,,"POTE YSS C/ Gotitas de Choc. COFLER - YO CRUNCH x 170 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                    "
5700,1012719,,"POTE YSS C/ Choc. COFLER  x 167,5 gr (145 + 22,5 gr) - PI $18,99",,,,,,02/05/2023,,,,,,,,,,,,"                                                                            "
5700,1012720,,"POTE YSS C/ ROCKLETS - YO CRUNCH x 170 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                   "
5700,1012721,,"POTE YSS C/ ROCKLETS x 168 gr (145 + 23 gr) - PI $18,99",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                     "
5700,1012722,,"POTE YSS C/ Chocolinas x 160 gr (140 + 20 gr) / sin precio",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                  "
5700,1012723,,"POTE YSS C/ Chocolinas x 160 gr (140 + 20 gr) - PI $19,99",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                   "
5700,1012724,,"POTE YSS C/ Choc. COFLER  x 167,5 gr (145 + 22,5 gr) / sin precio",,,,,,02/05/2023,,,,,,,,,,,,"                                                                           "
5700,1012725,,"POTE YSS C/ Choc. COFLER  x 167,5 gr (145 + 22,5 gr) - PI $19,99",,,,,,02/05/2023,,,,,,,,,,,,"                                                                            "
5700,1012726,,"POTE YSS C/ ROCKLETS x 168 gr (145 + 23 gr) / sin precio",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                    "
5700,1012727,,"POTE YSS C/ ROCKLETS x 168 gr (145 + 23 gr) - PI $19,99",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                     "
5700,1012730,,"POTE YSS C/ ROCKLETS x 168 gr (145 + 23 gr) / sin precio",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                    "
5700,1012731,,"POTE YSS C/ ROCKLETS x 168 gr (145 + 23 gr) - PI $20,99",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                     "
5700,1012732,,"POTE YSS C/ Choc. COFLER  x 167,5 gr (145 + 22,5 gr) / sin precio",,,,,,02/05/2023,,,,,,,,,,,,"                                                                           "
5700,1012733,,"POTE YSS C/ Choc. COFLER  x 167,5 gr (145 + 22,5 gr) - PI $20,99",,,,,,02/05/2023,,,,,,,,,,,,"                                                                            "
5700,1012734,,"POTE YSS C/ Chocolinas x 160 gr (140 + 20 gr) / sin precio",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                  "
5700,1012735,,"POTE YSS C/ Chocolinas x 160 gr (140 + 20 gr) - PI $20,99",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                   "
5700,1012736,,"POTE YSS C/ ROCKLETS x 168 gr (145 + 23 gr) - PI $22,99",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                     "
5700,1012737,,"POTE YSS C/ Choc. COFLER  x 167,5 gr (145 + 22,5 gr) - PI $22,99",,,,,,02/05/2023,,,,,,,,,,,,"                                                                            "
5700,1012738,,"POTE YSS C/ Chocolinas x 160 gr (140 + 20 gr) - PI $22,99",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                   "
5700,1012739,,"POTE YSS C/ ROCKLETS x 168 gr (145 + 23 gr) - PI $23,99",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                     "
5700,1012740,,"POTE YSS C/ Choc. COFLER  x 167,5 gr (145 + 22,5 gr) - PI $23,99",,,,,,02/05/2023,,,,,,,,,,,,"                                                                            "
5700,1012741,,"POTE YSS C/ Chocolinas x 160 gr (140 + 20 gr) - PI $23,99",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                   "
5700,1012742,,"POTE YSS C/ ROCKLETS x 168 gr (145 + 23 gr) - PI $25,99",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                     "
5700,1012743,,"POTE IMPRESO - YSS Descremado Cereal con MIEL x 166 gr - PALTA - 0800",,,,,,02/05/2023,,,,,,,,,,,,"                                                                       "
5700,1012744,,"POTE IMPRESO - YSS Descremado FIRME VAINILLA x 190 gr - 0800",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                "
5700,1012745,,"POTE IMPRESO - YSS Descremado FIRME FRUTILLA x 190 gr - 0800",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                "
5700,1012750,,"POTE SLEEVEADO - SER FIRME VAINILLA x 195 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                "
5700,1012751,,"POTE SLEEVEADO - SER FIRME FRUTILLA x 195 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                "
5700,1012752,,"POTE SLEEVEADO - SER FIRME POMELO ROSADO x 195 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                           "
5700,1012753,,"POTE SER CORN FLAKES con miel x 164gr - 2019",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                "
5700,1012755,,"POTE SLEEVEADO - SER FIRME ARANDANO  x 195 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                               "
5700,1012760,,"POTE SER FIRME VAINILLA x 190gr - Impreso",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                   "
5700,1012761,,"POTE SER FIRME FRUTILLA x 190gr - Impreso",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                   "
5700,1012762,,"POTE SER FIRME ARANDANO x 190 gr - Impreso",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                  "
5700,1012763,,"POTE SER CORN FLAKES x 149 gr - Impreso (135 base + 14 cereal)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                              "
5700,1012764,,"POTE SER TOTAL con fruta x 158 gr - Impreso",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                 "
5700,1012765,,"POTE SER CRUNCH BERRIES x 155 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                            "
5700,1012766,,"POTE SER TROPICAL x 155 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                                  "
5700,1012767,,"POTE SER TOTAL con fruta x 158 gr - Impreso",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                 "
5700,1012768,,"POTE SER NATURAL x 177 gr - Impreso",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                         "
5700,1012769,,"POTE SER NATURAL x 177 gr - Impreso - idem 01012768",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                         "
5700,1012770,,"POTE IMPRESO - YSS ZUCARITAS x 149 gr - Impreso (135 base + 14 cereal)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,1012771,,"POTE IMPRESO - YSS Aritos Frutales x 145 gr (135 + 10 cereal)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                               "
5700,1012772,,"POTE IMPRESO - YSS Choco Cereales x 145 gr (135 + 10 cereal)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                "
5700,1012774,,"POTE YSS NATURAL Endulzado x 190 gr - impreso",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                               "
5700,1012775,,"POTE IMPRESO - YSS Choco Cereales x 145 gr (135 + 10 cereal) - 2020",,,,,,02/05/2023,,,,,,,,,,,,"                                                                         "
5700,1012776,,"POTE YSS NATURAL Endulzado x 190 gr - impreso PRINAT",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                        "
5700,1012777,,"POTE IMPRESO - YSS ZUCARITAS x 164 gr - Up SZ",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                               "
5700,1012778,,"POTE IMPRESO - YSS Aritos Frutales x 150 gr (140 + 10 cereal)-Up SZ",,,,,,02/05/2023,,,,,,,,,,,,"                                                                         "
5700,1012779,,"POTE IMPRESO - YSS Choco Cereales x 150 gr (140 + 10 cereal)-Up SZ",,,,,,02/05/2023,,,,,,,,,,,,"                                                                          "
5700,1012780,,"POTE IMPRESO - YSS ZUCARITAS x 164 gr - KYLIE",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                               "
5700,1012781,,"POTE IMPRESO - YSS Aritos Frutales x 150 gr (140 + 10 cereal) - KYLIE",,,,,,02/05/2023,,,,,,,,,,,,"                                                                       "
5700,1012782,,"POTE IMPRESO - YSS Choco Cereales x 150 gr (140 + 10 cereal) - KYLIE",,,,,,02/05/2023,,,,,,,,,,,,"                                                                        "
5700,1012783,,"POTE IMPRESO - YSS Descremado Cereal con MIEL x 166 gr - PALTA",,,,,,02/05/2023,,,,,,,,,,,,"                                                                              "
5700,1012784,,"POTE YSS NATURAL Endulzado x 190 gr - impreso - Relaunch 2020",,,,,,02/05/2023,,,,,,,,,,,,"                                                                               "
5700,1012785,,"POTE IMPRESO - YSS ROCKLETS x 164 gr (140 + 24 cereal) - Impreso",,,,,,02/05/2023,,,,,,,,,,,,"                                                                            "
5700,1012788,,"POTE IMPRESO - YSS Descremado FIRME VAINILLA x 190 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                       "
5700,1012789,,"POTE IMPRESO - YSS Descremado FIRME FRUTILLA x 190 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                       "
5700,1012790,,"POTE SLEEVEADO - SER NATURAL x 177 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                       "
5700,1012792,,"POTE SLEEVEADO - SER NATURAL x 150 gr - PROCER",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                              "
5700,1012800,,"POTE YSS - ZUCARITAS x 164 gr - Impreso",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                     "
5700,1012801,,"POTE YSS - ZUCARITAS x 166 gr - Impreso",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                     "
5700,1012802,,"POTE YSS Aritos Frutales x 150 gr (140 + 10 cereal) - Impreso",,,,,,02/05/2023,,,,,,,,,,,,"                                                                               "
5700,1012805,,"POTE YSS - ZUCARITAS x 166 gr - Impreso - Monalisa 2.0",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                      "
5700,1012806,,"POTE YSS Aritos Frutales x 150 gr (140 + 10 cereal) - Impreso - 0800",,,,,,02/05/2023,,,,,,,,,,,,"                                                                        "
5700,1012807,,"POTE YSS ROCKLETS x 164 gr (140 + 24 cereal) - Impreso - Monalisa 2.0",,,,,,02/05/2023,,,,,,,,,,,,"                                                                       "
5700,1012808,,"POTE YSS NATURAL Endulzado x 190 gr - Impreso - Monalisa 2.0",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                "
5700,1012809,,"POTE YSS NATURAL Endulzado x 190 gr - Impreso - Lic CHEF",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                    "
5700,1012810,,"POTE YSS FIRME VAINILLA x 190 gr - Impreso - Monalisa 2.0",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                   "
5700,1012811,,"POTE YSS FIRME FRUTILLA x 190 gr - Impreso - Monalisa 2.0",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                   "
5700,1012812,,"POTE YSS FIRME FRUTOS ROJOS x 190 gr - Impreso - F5",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                         "
5700,1012820,,"POTE LS CLASICO - FIRME VAINILLA x 190 gr - impreso",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                         "
5700,1012821,,"POTE LS CLASICO - FIRME FRUTILLA x 190 gr - impreso",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                         "
5700,1012822,,"POTE LS CLASICO Natural C/Cereal x (145 + 14 cereal) - impreso",,,,,,02/05/2023,,,,,,,,,,,,"                                                                              "
5700,1012823,,"POTE LS CLASICO Descremado C/Cereal x (145+12 cereal) - impreso",,,,,,02/05/2023,,,,,,,,,,,,"                                                                             "
5700,1012824,,"POTE LSC Desc. C/Cereal NATURAL x (145 + 12 cereal) - imp - correccion",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,1012825,,"POTE LS CLASICO Natural C/Cereal x (145+14 cereal)-impreso-AMONG US",,,,,,02/05/2023,,,,,,,,,,,,"                                                                         "
5700,1012826,,"POTE LS CLASICO ARITOS x (145 + 10 cereal) - impreso - AMONG US",,,,,,02/05/2023,,,,,,,,,,,,"                                                                             "
5700,1012827,,"POTE LS CLASICO - FIRME VAINILLA x 190 gr - impreso - MONALISA III",,,,,,02/05/2023,,,,,,,,,,,,"                                                                          "
5700,1012828,,"POTE LS CLASICO - FIRME FRUTILLA x 190 gr - impreso - MONALISA III",,,,,,02/05/2023,,,,,,,,,,,,"                                                                          "
5700,1012829,,"POTE LS CLASICO Desc. C/Cereal NATURAL x (145+12 cereal) - impre - III",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,1012830,,"POTE SER FIRME VAINILLA x 190 gr - Impreso - Monalisa III",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                   "
5700,1012831,,"POTE SER FIRME FRUTILLA x 190 gr - Impreso - Monalisa III",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                   "
5700,1012832,,"POTE SER NATURAL x 175 gr - Impreso - Monalisa III",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                          "
5700,1012833,,"POTE SER FIRME FRUTILLA x 190 gr - Impreso - M IV (741)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                     "
5700,1012834,,"POTE SER CORN FLAKES x 166 gr - (150 base + 16) -Impreso- Monalisa III",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,1012835,,"POTE SER CRUNCH BERRIES x 155 gr - Impreso  - M IV (740)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                    "
5700,1012837,,"POTE SER COLCHON DURAZNO - MANZANA  x 175gr - sleeve - Monalisa III",,,,,,02/05/2023,,,,,,,,,,,,"                                                                         "
5700,1012838,,"POTE SER COLCHON FRUTOS ROJOS x 175gr - Monalisa III",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                        "
5700,1012839,,"POTE SER COLCHON FRUTILLA-CHIA  x 175gr - Monalisa III",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                      "
5700,1012840,,"POTE YSS - ZUCARITAS x 164 gr - Impreso - Monalisa III",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                      "
5700,1012850,,"POTE LSC Nat C/Cereal x 159 gr(145+14 cereal) -impr-MONALISA III (690)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,1012851,,"POTE LSC Nat C/Rocklets x 164 gr (140+24 cereal) -impreso-(714/5)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                           "
5700,1012852,,"POTE LSC Nat C/Cereal x 159 gr (145+14 cereal) - sin licencia (896)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                         "
5700,1012853,,"POTE LSC Nat C/Rocklets x 164 gr (140+24 cereal) - sin licencia (890)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                       "
5700,1012854,,"POTE LSC Nat C/Cereal x 159 gr (145+14 cereal) - sin licencia (1080)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                        "
5700,1012855,,"POTE LSC Nat C/Cereal x 159 gr (145+14 cereal) - FOP (940)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                  "
5700,1012856,,"POTE LSC Nat C/Rocklets x 164 gr (140+24 cereal) - FOP (939)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                "
5700,1012858,,"POTE LSC Desc. C/Cereal NATURAL x (145 + 12 cereal) - imp - FOP",,,,,,02/05/2023,,,,,,,,,,,,"                                                                             "
5700,1012860,,"POTE SER FIRME VAINILLA x 190 gr - Impreso - (1066) - FOP",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                   "
5700,1012861,,"POTE SER FIRME FRUTILLA x 190 gr - Impreso - (1230) - FOP",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                   "
5700,1012862,,"POTE SER NATURAL x 175 gr - Impreso (425) FOP",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                               "
5700,1012863,,"POTE SER CORN FLAKES x 166 gr - (150 base + 16) - Impreso (598) FOP",,,,,,02/05/2023,,,,,,,,,,,,"                                                                         "
5700,1012864,,"POTE SER CRUNCH BERRIES x 155 gr - Impreso (1270) FOP",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                       "
5700,1012865,,"POTE SER TOTAL con fruta x 158 gr - Impreso FOP (1161)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                      "
5700,1012870,,"POTE LSC FIRME VAINILLA x 190 gr - impreso - (508) FOP",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                      "
5700,1012871,,"POTE LSC FIRME FRUTILLA x 190 gr - impreso - (507) FOP",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                      "
5700,1012872,,"POTE LSC Nat C/Cereal x 159 gr (145+14 cereal) - ML4 (1092)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                 "
5700,1012873,,"POTE LSC Nat C/Rocklets x 164 gr (140+24 cereal) - ML4 (1091)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                               "
5700,1012874,,"POTE LSC Desc. C/Cereal NATURAL x (145 + 12 cereal) - imp - ML4 (1237)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                      "
5700,1012875,,"POTE LSC FIRME DESCREMADO VAINILLA x 190 gr - impreso - FOP (1186)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                          "
5700,1012876,,"POTE LSC FIRME DESCREMADO VAINILLA x 190 gr - impreso - FOP (1187)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                          "
5700,1012880,,"POTE YSS FIRME VAINILLA x 190 gr - Impreso - (790) FOP",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                      "
5700,1012881,,"POTE YSS FIRME FRUTILLA x 190 gr - Impreso - (789) FOP",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                      "
5700,1012882,,"POTE YSS NATURAL Endulzado x 190 gr - Impreso - FOP (1173)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                  "
5700,1012890,,"POTE LSC Batido FRUTILLA x 140 gr - IGUAZU (1182) FOP",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                       "
5700,1012891,,"POTE LSC Batido DURAZNO x 140 gr - IGUAZU (1181) FOP",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                        "
5700,1012892,,"POTE LSC Batido ARANDANO x 140 gr - IGUAZU (1180) FOP",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                       "
5700,1012893,,"POTE LSC Descremado FRUTILLA x 140 gr - FITITO (1185) FOP",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                   "
5700,1012894,,"POTE LSC Descremado DURAZNO x 140 gr - FITITO (1184) FOP",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                    "
5700,1012895,,"POTE LSC Descremado ARANDANO x 140 gr - FITITO (1183) FOP",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                   "
5700,1015000,,"SOBRETAPA - ORIGENES (GENERICA)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                             "
5700,1015100,,"POTE - ORIGENES - NATURAL SIN AZUCAR x 200gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                "
5700,1015101,,"POTE - ORIGENES - NATURAL CON AZUCAR x 200gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                "
5700,1015102,,"POTE - ORIGENES - Frutilla x 200 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                         "
5700,1015104,,"POTE - ORIGENES - Limón y Jengibre x 200 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                 "
5700,1015106,,"POTE - ORIGENES - Moras x 200 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                            "
5700,1015108,,"POTE - ORIGENES - Zapallo x 200 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                          "
5700,1015110,,"POTE LSO FRUTILLA x 200 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                                  "
5700,1015112,,"POTE LSO MORA x 200 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                                      "
5700,1015114,,"POTE LSO DURAZNO x 200 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                                   "
5700,1015120,,"POTE LSO Descremado FRUTILLA x 200 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                       "
5700,1015122,,"POTE LSO Descremado MORA x 200 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                           "
5700,1015124,,"POTE LSO Descremado DURAZNO x 200 gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                        "
5700,1015126,,"POTE LSO Descremado NATURAL CON AZUCAR x 200gr",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                              "
5700,1015225,,"POTE YOGURISIMO ENERGIA  TOTAL 165G + 10%CEREALES",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                           "
5700,"010202.04",,"YOGUR SER COLCHON DE FRUTILLA x 175 GR 2014",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                "
5700,"010202.05",,"YOGUR SER COLCHON DE FRUTILLA x 175 GR 2014",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                "
5700,"010203.05",,"YOGUR SER COLCHON DE KIWI ANANA x 175 gr CANON",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                             "
5700,"010211.06",,"YOGUR SER COLCHON DURAZNO MANZANA x 175 GR 2014",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                            "
5700,10222103,,"POTE SER CEREALES MUESLI NUEVO LOGO X 191 G",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                "
5700,1022223,,"POTE SER CEREALES MUESLI NUEVO LOGO X 191G PP",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                               "
5700,1022224,,"POTE SER COLCHON FRUTILLA DE LAS FINCAS NUEVO LOGO X 190 GRS PP",,,,,,02/05/2023,,,,,,,,,,,,"                                                                             "
5700,1022229,,"POTE SER COLCHON MORAS Y GROSELLAS LG X190G",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                 "
5700,1022231,,"POTE SER COLCHON DE ANANA TROPICAL X 190GR",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                                  "
5700,1022232,,"POTE SER COLCHON MORAS Y GROSELLAS LG X190G (SIN BUFANDA)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                   "
5700,1022233,,"POTE SER FIRME FRAMBUESA x 195g ""EDICION VERANO"" (03/01/08)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                 "
5700,1022234,,"POTE SER COLCHON DE MORAS Y GROSELLAS LGx185g (SIN BIOPURITAS)(04/08)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                       "
5700,1022235,,"POTE SER COLCHON DE FRUTILLAS DE LAS FINCAS LGx185 (SIN BIOPURITAS)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                         "
5700,1022236,,"POTE SER COLCHON DE ANANA TROPICAL X 185GR (SIN BIOPURITAS)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                                 "
5700,1022237,,"POTE SER B-PURITAS COLCHON DURAZNOS DE LA PRADERA x185G (18/12/08)",,,,,,02/05/2023,,,,,,,,,,,,"                                                                          "
5700,1022244,,"POTE YOGURISIMO EXPLOSION FRUTAL DZNO-DAMASCO-MARACUY x145g 19/03/10",,,,,,02/05/2023,,,,,,,,,,,,"                                                                        "
